Month,FY,Store,Metric,Amount,AmountUnit
2023-Dec,FY 2023-24,IND,GST,0.5,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,GST,0.46,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,GST,0.59,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,GST,0.33,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,GST,0.18,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,GST,0.57,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,GST,0.71,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,GST,0.32,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,GST,0.94,Rs. Lakhs
2023-Dec,FY 2023-24,EST,GST,0.33,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,GST,0.58,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,GST,0.35,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,GST,0.62,Rs. Lakhs
2023-Dec,FY 2023-24,GSC,GST,0.51,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,GST,0.62,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,GST,0.23,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,GST,,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,GST,0.52,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,GST,0.03,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,GST,0.21,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,GST,0.21,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,GST,0.45,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,GST,0.37,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,GST,0.32,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,GST,0.54,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,GST,0.43,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,GST,0.01,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,GST,0.01,Rs. Lakhs
2023-Dec,FY 2023-24,SES,GST,,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,GST,0.27,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,GST,0.39,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,GST,0.6,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,GST,0.52,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,GST,0.01,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,GST,,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,GST,0.39,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,GST,0.33,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,GST,,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,GST,0.19,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,GST,,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,GST,0.31,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,GST,0.32,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,GST,1.43,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,GST,1.28,Rs. Lakhs
2023-Dec,FY 2023-24,LTP,GST,0.51,Rs. Lakhs
2023-Dec,FY 2023-24,FSM,GST,0.91,Rs. Lakhs
2023-Dec,FY 2023-24,GSM,GST,0.37,Rs. Lakhs
2023-Dec,FY 2023-24,PPM,GST,0.36,Rs. Lakhs
2023-Dec,FY 2023-24,FLM,GST,0.42,Rs. Lakhs
2023-Dec,FY 2023-24,FDN,GST,0.91,Rs. Lakhs
2023-Dec,FY 2023-24,DTK,GST,0.6,Rs. Lakhs
2023-Dec,FY 2023-24,AKA,GST,0.23,Rs. Lakhs
2023-Dec,FY 2023-24,DLP,GST,0.57,Rs. Lakhs
2023-Dec,FY 2023-24,EXA,GST,0.88,Rs. Lakhs
2023-Dec,FY 2023-24,VRA,GST,0.46,Rs. Lakhs
2023-Dec,FY 2023-24,CPM,GST,0.57,Rs. Lakhs
2023-Dec,FY 2023-24,KTP,GST,0.19,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,Net Sales,9.65,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,Net Sales,71.63,Rs. Lakhs
2023-Dec,FY 2023-24,RMZ,Net Sales,14.96,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,Net Sales,22.17,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,Net Sales,15.75,Rs. Lakhs
2023-Dec,FY 2023-24,IND,Net Sales,58.07,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,Net Sales,19.13,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,Net Sales,19.32,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,Net Sales,6.55,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,Net Sales,11.49,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,Net Sales,44.37,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,Net Sales,64.89,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,Net Sales,6.38,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,Net Sales,31.59,Rs. Lakhs
2023-Dec,FY 2023-24,EST,Net Sales,26.41,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,Net Sales,47.09,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,Net Sales,41.51,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,Net Sales,12.49,Rs. Lakhs
2023-Dec,FY 2023-24,GSC,Net Sales,10.1,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,Net Sales,14.12,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,Net Sales,23.33,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,Net Sales,34.18,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,Net Sales,27.59,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,Net Sales,23.31,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,Net Sales,11.69,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,Net Sales,24.04,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,Net Sales,27.6,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,Net Sales,21.91,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,Net Sales,26.25,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,Net Sales,45.43,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,Net Sales,57.77,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,Net Sales,42.43,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,Net Sales,43.22,Rs. Lakhs
2023-Dec,FY 2023-24,SES,Net Sales,22.69,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,Net Sales,35.61,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,Net Sales,28.56,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,Net Sales,31.26,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,Net Sales,31.7,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,Net Sales,21.6,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,Net Sales,20.22,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,Net Sales,17.47,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,Net Sales,17.6,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,Net Sales,26.62,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,Net Sales,24.15,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,Net Sales,18.97,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,Net Sales,38.73,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,Net Sales,17.19,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,Net Sales,41.91,Rs. Lakhs
2023-Dec,FY 2023-24,DCH,Net Sales,15.43,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,Net Sales,51.12,Rs. Lakhs
2023-Dec,FY 2023-24,LTP,Net Sales,24.7,Rs. Lakhs
2023-Dec,FY 2023-24,FSM,Net Sales,27.74,Rs. Lakhs
2023-Dec,FY 2023-24,GSM,Net Sales,19.74,Rs. Lakhs
2023-Dec,FY 2023-24,PPM,Net Sales,22.37,Rs. Lakhs
2023-Dec,FY 2023-24,FLM,Net Sales,24.09,Rs. Lakhs
2023-Dec,FY 2023-24,FDN,Net Sales,55.76,Rs. Lakhs
2023-Dec,FY 2023-24,DTK,Net Sales,32.67,Rs. Lakhs
2023-Dec,FY 2023-24,AKA,Net Sales,12.18,Rs. Lakhs
2023-Dec,FY 2023-24,DLP,Net Sales,16.01,Rs. Lakhs
2023-Dec,FY 2023-24,EXA,Net Sales,29.36,Rs. Lakhs
2023-Dec,FY 2023-24,VRA,Net Sales,16.23,Rs. Lakhs
2023-Dec,FY 2023-24,CPM,Net Sales,12.84,Rs. Lakhs
2023-Dec,FY 2023-24,KTP,Net Sales,6.53,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,COGS (food +packaging),3.41,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,COGS (food +packaging),34.58,Rs. Lakhs
2023-Dec,FY 2023-24,RMZ,COGS (food +packaging),5.36,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,COGS (food +packaging),7.67,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,COGS (food +packaging),5.29,Rs. Lakhs
2023-Dec,FY 2023-24,IND,COGS (food +packaging),21.73,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,COGS (food +packaging),6.5,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,COGS (food +packaging),6.53,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,COGS (food +packaging),2.35,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,COGS (food +packaging),3.92,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,COGS (food +packaging),14.64,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,COGS (food +packaging),21.09,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,COGS (food +packaging),2.25,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,COGS (food +packaging),10.76,Rs. Lakhs
2023-Dec,FY 2023-24,EST,COGS (food +packaging),8.82,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,COGS (food +packaging),17.43,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,COGS (food +packaging),16.6,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,COGS (food +packaging),4.95,Rs. Lakhs
2023-Dec,FY 2023-24,GSC,COGS (food +packaging),4.23,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,COGS (food +packaging),5.49,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,COGS (food +packaging),7.55,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,COGS (food +packaging),10.82,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,COGS (food +packaging),9.5,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,COGS (food +packaging),8.87,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,COGS (food +packaging),4,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,COGS (food +packaging),7.9,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,COGS (food +packaging),9.82,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,COGS (food +packaging),7.59,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,COGS (food +packaging),9.89,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,COGS (food +packaging),18.17,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,COGS (food +packaging),23.9,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,COGS (food +packaging),17.44,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,COGS (food +packaging),18.65,Rs. Lakhs
2023-Dec,FY 2023-24,SES,COGS (food +packaging),9.31,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,COGS (food +packaging),15.2,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,COGS (food +packaging),13.42,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,COGS (food +packaging),12.64,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,COGS (food +packaging),12.7,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,COGS (food +packaging),9.71,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,COGS (food +packaging),9.34,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,COGS (food +packaging),7.04,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,COGS (food +packaging),6.35,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,COGS (food +packaging),11.5,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,COGS (food +packaging),10.47,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,COGS (food +packaging),8.05,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,COGS (food +packaging),16.05,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,COGS (food +packaging),6.62,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,COGS (food +packaging),14.59,Rs. Lakhs
2023-Dec,FY 2023-24,DCH,COGS (food +packaging),6.08,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,COGS (food +packaging),17.21,Rs. Lakhs
2023-Dec,FY 2023-24,LTP,COGS (food +packaging),8.34,Rs. Lakhs
2023-Dec,FY 2023-24,FSM,COGS (food +packaging),10.01,Rs. Lakhs
2023-Dec,FY 2023-24,GSM,COGS (food +packaging),6.86,Rs. Lakhs
2023-Dec,FY 2023-24,PPM,COGS (food +packaging),7.76,Rs. Lakhs
2023-Dec,FY 2023-24,FLM,COGS (food +packaging),8.39,Rs. Lakhs
2023-Dec,FY 2023-24,FDN,COGS (food +packaging),18.37,Rs. Lakhs
2023-Dec,FY 2023-24,DTK,COGS (food +packaging),11.09,Rs. Lakhs
2023-Dec,FY 2023-24,AKA,COGS (food +packaging),4.83,Rs. Lakhs
2023-Dec,FY 2023-24,DLP,COGS (food +packaging),5.95,Rs. Lakhs
2023-Dec,FY 2023-24,EXA,COGS (food +packaging),11.04,Rs. Lakhs
2023-Dec,FY 2023-24,VRA,COGS (food +packaging),6.95,Rs. Lakhs
2023-Dec,FY 2023-24,CPM,COGS (food +packaging),4.81,Rs. Lakhs
2023-Dec,FY 2023-24,KTP,COGS (food +packaging),2.79,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,store Labor Cost,2.03,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,store Labor Cost,5.45,Rs. Lakhs
2023-Dec,FY 2023-24,RMZ,store Labor Cost,2.12,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,store Labor Cost,3.74,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,store Labor Cost,3.12,Rs. Lakhs
2023-Dec,FY 2023-24,IND,store Labor Cost,4.96,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,store Labor Cost,3.06,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,store Labor Cost,2.75,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,store Labor Cost,1.7,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,store Labor Cost,2.14,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,store Labor Cost,3.79,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,store Labor Cost,5.35,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,store Labor Cost,1.61,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,store Labor Cost,2.73,Rs. Lakhs
2023-Dec,FY 2023-24,EST,store Labor Cost,3.05,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,store Labor Cost,4.97,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,store Labor Cost,4.04,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,store Labor Cost,2.35,Rs. Lakhs
2023-Dec,FY 2023-24,GSC,store Labor Cost,2.1,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,store Labor Cost,2.24,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,store Labor Cost,3.02,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,store Labor Cost,3.29,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,store Labor Cost,3.6,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,store Labor Cost,3.27,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,store Labor Cost,1.91,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,store Labor Cost,2.24,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,store Labor Cost,3.3,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,store Labor Cost,3.36,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,store Labor Cost,3.38,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,store Labor Cost,3.52,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,store Labor Cost,6.21,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,store Labor Cost,3,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,store Labor Cost,3.5,Rs. Lakhs
2023-Dec,FY 2023-24,SES,store Labor Cost,2.95,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,store Labor Cost,3.45,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,store Labor Cost,2.71,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,store Labor Cost,3.17,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,store Labor Cost,3.19,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,store Labor Cost,2.52,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,store Labor Cost,2.5,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,store Labor Cost,2.78,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,store Labor Cost,2.78,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,store Labor Cost,2.86,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,store Labor Cost,3.23,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,store Labor Cost,3.08,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,store Labor Cost,4.34,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,store Labor Cost,2.97,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,store Labor Cost,3.36,Rs. Lakhs
2023-Dec,FY 2023-24,DCH,store Labor Cost,2.92,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,store Labor Cost,3.68,Rs. Lakhs
2023-Dec,FY 2023-24,LTP,store Labor Cost,2.38,Rs. Lakhs
2023-Dec,FY 2023-24,FSM,store Labor Cost,2.29,Rs. Lakhs
2023-Dec,FY 2023-24,GSM,store Labor Cost,2.43,Rs. Lakhs
2023-Dec,FY 2023-24,PPM,store Labor Cost,3.02,Rs. Lakhs
2023-Dec,FY 2023-24,FLM,store Labor Cost,3.33,Rs. Lakhs
2023-Dec,FY 2023-24,FDN,store Labor Cost,4.34,Rs. Lakhs
2023-Dec,FY 2023-24,DTK,store Labor Cost,3.68,Rs. Lakhs
2023-Dec,FY 2023-24,AKA,store Labor Cost,2.31,Rs. Lakhs
2023-Dec,FY 2023-24,DLP,store Labor Cost,2.78,Rs. Lakhs
2023-Dec,FY 2023-24,EXA,store Labor Cost,2.65,Rs. Lakhs
2023-Dec,FY 2023-24,VRA,store Labor Cost,2.84,Rs. Lakhs
2023-Dec,FY 2023-24,CPM,store Labor Cost,2.55,Rs. Lakhs
2023-Dec,FY 2023-24,KTP,store Labor Cost,2.08,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,Utility Cost,0.67,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,Utility Cost,2.01,Rs. Lakhs
2023-Dec,FY 2023-24,RMZ,Utility Cost,0.63,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,Utility Cost,1.2,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,Utility Cost,1.4,Rs. Lakhs
2023-Dec,FY 2023-24,IND,Utility Cost,2.1,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,Utility Cost,0.78,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,Utility Cost,0.83,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,Utility Cost,0.63,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,Utility Cost,0.85,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,Utility Cost,1.77,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,Utility Cost,2.05,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,Utility Cost,0.8,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,Utility Cost,1.04,Rs. Lakhs
2023-Dec,FY 2023-24,EST,Utility Cost,1.5,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,Utility Cost,1.73,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,Utility Cost,1.94,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,Utility Cost,0.61,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,Utility Cost,1.22,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,Utility Cost,1.02,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,Utility Cost,1.16,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,Utility Cost,1.13,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,Utility Cost,1.22,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,Utility Cost,1.15,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,Utility Cost,0.6,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,Utility Cost,1.43,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,Utility Cost,1,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,Utility Cost,1.38,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,Utility Cost,0.78,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,Utility Cost,1.36,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,Utility Cost,1.07,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,Utility Cost,1.4,Rs. Lakhs
2023-Dec,FY 2023-24,SES,Utility Cost,0.74,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,Utility Cost,1.72,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,Utility Cost,1.48,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,Utility Cost,1.13,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,Utility Cost,1.76,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,Utility Cost,1.57,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,Utility Cost,1.36,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,Utility Cost,0.78,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,Utility Cost,1.01,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,Utility Cost,1.37,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,Utility Cost,1.19,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,Utility Cost,1.37,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,Utility Cost,2.28,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,Utility Cost,0.62,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,Utility Cost,1.05,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,Utility Cost,1.1,Rs. Lakhs
2023-Dec,FY 2023-24,LTP,Utility Cost,1.21,Rs. Lakhs
2023-Dec,FY 2023-24,FSM,Utility Cost,0.66,Rs. Lakhs
2023-Dec,FY 2023-24,GSM,Utility Cost,0.81,Rs. Lakhs
2023-Dec,FY 2023-24,PPM,Utility Cost,0.85,Rs. Lakhs
2023-Dec,FY 2023-24,FLM,Utility Cost,1.35,Rs. Lakhs
2023-Dec,FY 2023-24,FDN,Utility Cost,2.37,Rs. Lakhs
2023-Dec,FY 2023-24,DTK,Utility Cost,1.09,Rs. Lakhs
2023-Dec,FY 2023-24,AKA,Utility Cost,0.97,Rs. Lakhs
2023-Dec,FY 2023-24,DLP,Utility Cost,0.59,Rs. Lakhs
2023-Dec,FY 2023-24,EXA,Utility Cost,0.91,Rs. Lakhs
2023-Dec,FY 2023-24,VRA,Utility Cost,0.73,Rs. Lakhs
2023-Dec,FY 2023-24,CPM,Utility Cost,0.55,Rs. Lakhs
2023-Dec,FY 2023-24,KTP,Utility Cost,1.23,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,Rent,1.19,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,Rent,6.76,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,Rent,1.9,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,Rent,1.86,Rs. Lakhs
2023-Dec,FY 2023-24,IND,Rent,1.63,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,Rent,2.26,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,Rent,2.36,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,Rent,0.85,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,Rent,0.89,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,Rent,1.48,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,Rent,2.07,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,Rent,1.17,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,Rent,4.93,Rs. Lakhs
2023-Dec,FY 2023-24,EST,Rent,1.45,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,Rent,4.21,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,Rent,2.07,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,Rent,1.77,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,Rent,1.89,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,Rent,1.56,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,Rent,0.37,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,Rent,1.34,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,Rent,0.35,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,Rent,0.76,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,Rent,2.05,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,Rent,1.6,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,Rent,2.06,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,Rent,1.42,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,Rent,2.67,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,Rent,4.5,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,Rent,0.46,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,Rent,0.4,Rs. Lakhs
2023-Dec,FY 2023-24,SES,Rent,0.32,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,Rent,1.45,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,Rent,2.3,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,Rent,3.52,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,Rent,2.73,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,Rent,0.35,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,Rent,0.35,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,Rent,1.93,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,Rent,2,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,Rent,0.42,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,Rent,0.66,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,Rent,0.45,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,Rent,3.54,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,Rent,1.85,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,Rent,6.61,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,Rent,4.34,Rs. Lakhs
