Metric,Store,Month-Year,FY,Amount (in lakhs)
store Labor Cost,LTP,August 2023,FY24,3.07
Utility Cost,LTP,August 2023,FY24,1.2
Rent,LTP,August 2023,FY24,2.34
CAM,LTP,August 2023,FY24,0.41
Aggregator commission,LTP,August 2023,FY24,2.85
Marketing & advertisement,LTP,August 2023,FY24,2.03
Interest cost,LTP,August 2023,FY24,
Gross Sales,FSM,August 2023,FY24,29.74
GST,FSM,August 2023,FY24,0.86
Net Sales,FSM,August 2023,FY24,28.87
COGS (food +packaging),FSM,August 2023,FY24,11.45
store Labor Cost,FSM,August 2023,FY24,2.85
Utility Cost,FSM,August 2023,FY24,0.46
Rent,FSM,August 2023,FY24,4.09
CAM,FSM,August 2023,FY24,0.52
Aggregator commission,FSM,August 2023,FY24,2.45
Marketing & advertisement,FSM,August 2023,FY24,0.67
Interest cost,FSM,August 2023,FY24,
Gross Sales,GSM,August 2023,FY24,18.68
GST,GSM,August 2023,FY24,0.33
Net Sales,GSM,August 2023,FY24,18.35
COGS (food +packaging),GSM,August 2023,FY24,7.2
store Labor Cost,GSM,August 2023,FY24,3.25
Utility Cost,GSM,August 2023,FY24,0.86
Rent,GSM,August 2023,FY24,0.94
CAM,GSM,August 2023,FY24,0.27
Aggregator commission,GSM,August 2023,FY24,2.49
Marketing & advertisement,GSM,August 2023,FY24,1.16
Interest cost,GSM,August 2023,FY24,
Gross Sales,PPM,August 2023,FY24,21.51
GST,PPM,August 2023,FY24,0.35
Net Sales,PPM,August 2023,FY24,21.15
COGS (food +packaging),PPM,August 2023,FY24,7.7
store Labor Cost,PPM,August 2023,FY24,3.07
Utility Cost,PPM,August 2023,FY24,0.81
Rent,PPM,August 2023,FY24,1.75
CAM,PPM,August 2023,FY24,0.43
Aggregator commission,PPM,August 2023,FY24,3.03
Marketing & advertisement,PPM,August 2023,FY24,0.83
Interest cost,PPM,August 2023,FY24,
Gross Sales,FLM,August 2023,FY24,22.79
GST,FLM,August 2023,FY24,0.34
Net Sales,FLM,August 2023,FY24,22.44
COGS (food +packaging),FLM,August 2023,FY24,8.69
store Labor Cost,FLM,August 2023,FY24,3.45
Utility Cost,FLM,August 2023,FY24,1.15
Rent,FLM,August 2023,FY24,1.9
CAM,FLM,August 2023,FY24,0.1
Aggregator commission,FLM,August 2023,FY24,3.43
Marketing & advertisement,FLM,August 2023,FY24,1.58
Interest cost,FLM,August 2023,FY24,
Gross Sales,FDN,August 2023,FY24,50.75
GST,FDN,August 2023,FY24,0.83
Net Sales,FDN,August 2023,FY24,49.92
COGS (food +packaging),FDN,August 2023,FY24,17.15
store Labor Cost,FDN,August 2023,FY24,4.11
Utility Cost,FDN,August 2023,FY24,1.72
Rent,FDN,August 2023,FY24,2.53
CAM,FDN,August 2023,FY24,0.28
Aggregator commission,FDN,August 2023,FY24,7.16
Marketing & advertisement,FDN,August 2023,FY24,0.79
Interest cost,FDN,August 2023,FY24,
Gross Sales,DTK,August 2023,FY24,31.92
GST,DTK,August 2023,FY24,0.59
Net Sales,DTK,August 2023,FY24,31.33
COGS (food +packaging),DTK,August 2023,FY24,11.11
store Labor Cost,DTK,August 2023,FY24,3.66
Utility Cost,DTK,August 2023,FY24,1.32
Rent,DTK,August 2023,FY24,2.92
CAM,DTK,August 2023,FY24,0.23
Aggregator commission,DTK,August 2023,FY24,4.25
Marketing & advertisement,DTK,August 2023,FY24,0.68
Interest cost,DTK,August 2023,FY24,
Gross Sales,DLP,August 2023,FY24,20.46
GST,DLP,August 2023,FY24,0.74
Net Sales,DLP,August 2023,FY24,19.71
COGS (food +packaging),DLP,August 2023,FY24,7.89
store Labor Cost,DLP,August 2023,FY24,2.71
Utility Cost,DLP,August 2023,FY24,0.62
Rent,DLP,August 2023,FY24,2.51
CAM,DLP,August 2023,FY24,0.59
Aggregator commission,DLP,August 2023,FY24,1.02
Marketing & advertisement,DLP,August 2023,FY24,0.02
Interest cost,DLP,August 2023,FY24,
Gross Sales,EXA,August 2023,FY24,29.25
GST,EXA,August 2023,FY24,0.78
Net Sales,EXA,August 2023,FY24,28.46
COGS (food +packaging),EXA,August 2023,FY24,10.91
store Labor Cost,EXA,August 2023,FY24,3.41
Utility Cost,EXA,August 2023,FY24,0.98
Rent,EXA,August 2023,FY24,3.65
CAM,EXA,August 2023,FY24,0.59
Aggregator commission,EXA,August 2023,FY24,2.71
Marketing & advertisement,EXA,August 2023,FY24,0.21
Interest cost,EXA,August 2023,FY24,
Gross Sales,EGL,September 2023,FY24,10.65
GST,EGL,September 2023,FY24,0.42
Net Sales,EGL,September 2023,FY24,10.23
COGS (food +packaging),EGL,September 2023,FY24,3.62
store Labor Cost,EGL,September 2023,FY24,1.83
Utility Cost,EGL,September 2023,FY24,0.65
Rent,EGL,September 2023,FY24,1.2
CAM,EGL,September 2023,FY24,0.0
Aggregator commission,EGL,September 2023,FY24,0.0
Marketing & advertisement,EGL,September 2023,FY24,0.02
Interest cost,EGL,September 2023,FY24,
Gross Sales,ITPL,September 2023,FY24,66.68
GST,ITPL,September 2023,FY24,1.14
Net Sales,ITPL,September 2023,FY24,65.54
COGS (food +packaging),ITPL,September 2023,FY24,28.66
store Labor Cost,ITPL,September 2023,FY24,5.68
Utility Cost,ITPL,September 2023,FY24,1.6
Rent,ITPL,September 2023,FY24,6.1
CAM,ITPL,September 2023,FY24,0.0
Aggregator commission,ITPL,September 2023,FY24,9.2
Marketing & advertisement,ITPL,September 2023,FY24,1.75
Interest cost,ITPL,September 2023,FY24,
Gross Sales,RMZ,September 2023,FY24,18.72
GST,RMZ,September 2023,FY24,0.52
Net Sales,RMZ,September 2023,FY24,18.2
COGS (food +packaging),RMZ,September 2023,FY24,6.43
store Labor Cost,RMZ,September 2023,FY24,2.41
Utility Cost,RMZ,September 2023,FY24,1.18
Rent,RMZ,September 2023,FY24,0.0
CAM,RMZ,September 2023,FY24,0.19
Aggregator commission,RMZ,September 2023,FY24,1.65
Marketing & advertisement,RMZ,September 2023,FY24,0.44
Interest cost,RMZ,September 2023,FY24,
Gross Sales,KOR,September 2023,FY24,38.11
GST,KOR,September 2023,FY24,0.46
Net Sales,KOR,September 2023,FY24,37.66
COGS (food +packaging),KOR,September 2023,FY24,12.71
store Labor Cost,KOR,September 2023,FY24,3.51
Utility Cost,KOR,September 2023,FY24,1.4
Rent,KOR,September 2023,FY24,1.5
CAM,KOR,September 2023,FY24,0.0
Aggregator commission,KOR,September 2023,FY24,5.83
Marketing & advertisement,KOR,September 2023,FY24,0.55
Interest cost,KOR,September 2023,FY24,
Gross Sales,INB,September 2023,FY24,
GST,INB,September 2023,FY24,0.0
Net Sales,INB,September 2023,FY24,
COGS (food +packaging),INB,September 2023,FY24,0.0
store Labor Cost,INB,September 2023,FY24,0.0
Utility Cost,INB,September 2023,FY24,0.0
Rent,INB,September 2023,FY24,
CAM,INB,September 2023,FY24,
Aggregator commission,INB,September 2023,FY24,
Marketing & advertisement,INB,September 2023,FY24,0.0
Interest cost,INB,September 2023,FY24,
Gross Sales,DIV,September 2023,FY24,22.0
GST,DIV,September 2023,FY24,0.47
Net Sales,DIV,September 2023,FY24,21.53
COGS (food +packaging),DIV,September 2023,FY24,8.27
store Labor Cost,DIV,September 2023,FY24,3.06
Utility Cost,DIV,September 2023,FY24,1.4
Rent,DIV,September 2023,FY24,2.4
CAM,DIV,September 2023,FY24,0.14
Aggregator commission,DIV,September 2023,FY24,2.53
Marketing & advertisement,DIV,September 2023,FY24,0.76
Interest cost,DIV,September 2023,FY24,
Gross Sales,IND,September 2023,FY24,53.25
GST,IND,September 2023,FY24,0.48
Net Sales,IND,September 2023,FY24,52.78
COGS (food +packaging),IND,September 2023,FY24,19.73
store Labor Cost,IND,September 2023,FY24,4.69
Utility Cost,IND,September 2023,FY24,1.91
Rent,IND,September 2023,FY24,1.46
CAM,IND,September 2023,FY24,0.0
Aggregator commission,IND,September 2023,FY24,9.14
Marketing & advertisement,IND,September 2023,FY24,1.87
Interest cost,IND,September 2023,FY24,
Gross Sales,BAG,September 2023,FY24,29.74
GST,BAG,September 2023,FY24,0.59
Net Sales,BAG,September 2023,FY24,29.15
COGS (food +packaging),BAG,September 2023,FY24,9.8
store Labor Cost,BAG,September 2023,FY24,3.47
Utility Cost,BAG,September 2023,FY24,1.76
Rent,BAG,September 2023,FY24,3.44
CAM,BAG,September 2023,FY24,0.29
Aggregator commission,BAG,September 2023,FY24,3.61
Marketing & advertisement,BAG,September 2023,FY24,0.37
Interest cost,BAG,September 2023,FY24,
Gross Sales,DLF,September 2023,FY24,
GST,DLF,September 2023,FY24,0.0
Net Sales,DLF,September 2023,FY24,
COGS (food +packaging),DLF,September 2023,FY24,0.0
store Labor Cost,DLF,September 2023,FY24,0.0
Utility Cost,DLF,September 2023,FY24,0.0
Rent,DLF,September 2023,FY24,
CAM,DLF,September 2023,FY24,0.0
Aggregator commission,DLF,September 2023,FY24,
Marketing & advertisement,DLF,September 2023,FY24,
Interest cost,DLF,September 2023,FY24,
Gross Sales,MAN,September 2023,FY24,18.12
GST,MAN,September 2023,FY24,0.5
Net Sales,MAN,September 2023,FY24,17.62
COGS (food +packaging),MAN,September 2023,FY24,6.55
store Labor Cost,MAN,September 2023,FY24,3.11
Utility Cost,MAN,September 2023,FY24,0.81
Rent,MAN,September 2023,FY24,2.47
CAM,MAN,September 2023,FY24,0.0
Aggregator commission,MAN,September 2023,FY24,1.55
Marketing & advertisement,MAN,September 2023,FY24,0.58
Interest cost,MAN,September 2023,FY24,
Gross Sales,MTP,September 2023,FY24,8.18
GST,MTP,September 2023,FY24,0.39
Net Sales,MTP,September 2023,FY24,7.79
COGS (food +packaging),MTP,September 2023,FY24,3.04
store Labor Cost,MTP,September 2023,FY24,1.73
Utility Cost,MTP,September 2023,FY24,0.58
Rent,MTP,September 2023,FY24,1.1
CAM,MTP,September 2023,FY24,0.0
Aggregator commission,MTP,September 2023,FY24,0.0
Marketing & advertisement,MTP,September 2023,FY24,0.02
Interest cost,MTP,September 2023,FY24,
Gross Sales,ETV,September 2023,FY24,
GST,ETV,September 2023,FY24,0.0
Net Sales,ETV,September 2023,FY24,
COGS (food +packaging),ETV,September 2023,FY24,0.0
store Labor Cost,ETV,September 2023,FY24,0.0
Utility Cost,ETV,September 2023,FY24,0.0
Rent,ETV,September 2023,FY24,
CAM,ETV,September 2023,FY24,0.0
Aggregator commission,ETV,September 2023,FY24,
Marketing & advertisement,ETV,September 2023,FY24,
Interest cost,ETV,September 2023,FY24,
Gross Sales,VIR,September 2023,FY24,
GST,VIR,September 2023,FY24,0.0
Net Sales,VIR,September 2023,FY24,
COGS (food +packaging),VIR,September 2023,FY24,0.0
store Labor Cost,VIR,September 2023,FY24,0.0
Utility Cost,VIR,September 2023,FY24,0.05
Rent,VIR,September 2023,FY24,0.0
CAM,VIR,September 2023,FY24,0.0
Aggregator commission,VIR,September 2023,FY24,
Marketing & advertisement,VIR,September 2023,FY24,0.0
Interest cost,VIR,September 2023,FY24,
Gross Sales,ARK,September 2023,FY24,41.54
GST,ARK,September 2023,FY24,0.52
Net Sales,ARK,September 2023,FY24,41.02
COGS (food +packaging),ARK,September 2023,FY24,13.6
store Labor Cost,ARK,September 2023,FY24,3.71
Utility Cost,ARK,September 2023,FY24,2.05
Rent,ARK,September 2023,FY24,1.48
CAM,ARK,September 2023,FY24,0.0
Aggregator commission,ARK,September 2023,FY24,6.3
Marketing & advertisement,ARK,September 2023,FY24,0.82
Interest cost,ARK,September 2023,FY24,
Gross Sales,SIG,September 2023,FY24,
GST,SIG,September 2023,FY24,0.0
Net Sales,SIG,September 2023,FY24,
COGS (food +packaging),SIG,September 2023,FY24,0.0
store Labor Cost,SIG,September 2023,FY24,0.0
Utility Cost,SIG,September 2023,FY24,0.0
Rent,SIG,September 2023,FY24,0.0
CAM,SIG,September 2023,FY24,0.0
Aggregator commission,SIG,September 2023,FY24,
Marketing & advertisement,SIG,September 2023,FY24,
Interest cost,SIG,September 2023,FY24,
Gross Sales,HSR,September 2023,FY24,59.48
GST,HSR,September 2023,FY24,0.72
Net Sales,HSR,September 2023,FY24,58.76
COGS (food +packaging),HSR,September 2023,FY24,19.23
store Labor Cost,HSR,September 2023,FY24,5.63
Utility Cost,HSR,September 2023,FY24,2.17
Rent,HSR,September 2023,FY24,1.94
CAM,HSR,September 2023,FY24,0.0
Aggregator commission,HSR,September 2023,FY24,9.16
Marketing & advertisement,HSR,September 2023,FY24,0.86
Interest cost,HSR,September 2023,FY24,
Gross Sales,CVR,September 2023,FY24,
GST,CVR,September 2023,FY24,0.0
Net Sales,CVR,September 2023,FY24,
COGS (food +packaging),CVR,September 2023,FY24,0.0
store Labor Cost,CVR,September 2023,FY24,0.0
Utility Cost,CVR,September 2023,FY24,0.05
Rent,CVR,September 2023,FY24,0.0
CAM,CVR,September 2023,FY24,0.0
Aggregator commission,CVR,September 2023,FY24,0.0
Marketing & advertisement,CVR,September 2023,FY24,0.0
Interest cost,CVR,September 2023,FY24,
Gross Sales,SJP,September 2023,FY24,
GST,SJP,September 2023,FY24,0.0
Net Sales,SJP,September 2023,FY24,
COGS (food +packaging),SJP,September 2023,FY24,0.0
store Labor Cost,SJP,September 2023,FY24,0.0
Utility Cost,SJP,September 2023,FY24,0.0
Rent,SJP,September 2023,FY24,
CAM,SJP,September 2023,FY24,0.0
Aggregator commission,SJP,September 2023,FY24,0.0
Marketing & advertisement,SJP,September 2023,FY24,0.0
Interest cost,SJP,September 2023,FY24,
Gross Sales,ORW,September 2023,FY24,27.7
GST,ORW,September 2023,FY24,0.82
Net Sales,ORW,September 2023,FY24,26.88
COGS (food +packaging),ORW,September 2023,FY24,9.52
store Labor Cost,ORW,September 2023,FY24,3.06
Utility Cost,ORW,September 2023,FY24,1.12
Rent,ORW,September 2023,FY24,4.21
CAM,ORW,September 2023,FY24,1.08
Aggregator commission,ORW,September 2023,FY24,2.09
Marketing & advertisement,ORW,September 2023,FY24,0.33
Interest cost,ORW,September 2023,FY24,
Gross Sales,EST,September 2023,FY24,25.32
GST,EST,September 2023,FY24,0.3
Net Sales,EST,September 2023,FY24,25.02
COGS (food +packaging),EST,September 2023,FY24,8.36
store Labor Cost,EST,September 2023,FY24,2.82
Utility Cost,EST,September 2023,FY24,1.67
Rent,EST,September 2023,FY24,1.45
CAM,EST,September 2023,FY24,0.4
Aggregator commission,EST,September 2023,FY24,4.0
Marketing & advertisement,EST,September 2023,FY24,1.0
Interest cost,EST,September 2023,FY24,
Gross Sales,ORE,September 2023,FY24,
GST,ORE,September 2023,FY24,0.0
Net Sales,ORE,September 2023,FY24,
COGS (food +packaging),ORE,September 2023,FY24,0.0
store Labor Cost,ORE,September 2023,FY24,0.0
Utility Cost,ORE,September 2023,FY24,0.0
Rent,ORE,September 2023,FY24,
CAM,ORE,September 2023,FY24,
Aggregator commission,ORE,September 2023,FY24,
Marketing & advertisement,ORE,September 2023,FY24,
Interest cost,ORE,September 2023,FY24,
Gross Sales,AUR,September 2023,FY24,
GST,AUR,September 2023,FY24,0.0
Net Sales,AUR,September 2023,FY24,
COGS (food +packaging),AUR,September 2023,FY24,0.0
store Labor Cost,AUR,September 2023,FY24,0.0
Utility Cost,AUR,September 2023,FY24,0.0
Rent,AUR,September 2023,FY24,
CAM,AUR,September 2023,FY24,
Aggregator commission,AUR,September 2023,FY24,
Marketing & advertisement,AUR,September 2023,FY24,
Interest cost,AUR,September 2023,FY24,
Gross Sales,JPN,September 2023,FY24,45.07
GST,JPN,September 2023,FY24,0.55
Net Sales,JPN,September 2023,FY24,44.52
COGS (food +packaging),JPN,September 2023,FY24,16.67
store Labor Cost,JPN,September 2023,FY24,5.2
Utility Cost,JPN,September 2023,FY24,1.77
Rent,JPN,September 2023,FY24,4.07
CAM,JPN,September 2023,FY24,0.0
Aggregator commission,JPN,September 2023,FY24,6.95
Marketing & advertisement,JPN,September 2023,FY24,1.98
Interest cost,JPN,September 2023,FY24,
Gross Sales,JPC,September 2023,FY24,
GST,JPC,September 2023,FY24,0.0
Net Sales,JPC,September 2023,FY24,
COGS (food +packaging),JPC,September 2023,FY24,0.0
store Labor Cost,JPC,September 2023,FY24,0.0
Utility Cost,JPC,September 2023,FY24,0.0
Rent,JPC,September 2023,FY24,
CAM,JPC,September 2023,FY24,
Aggregator commission,JPC,September 2023,FY24,
Marketing & advertisement,JPC,September 2023,FY24,
Interest cost,JPC,September 2023,FY24,
Gross Sales,PTP,September 2023,FY24,
GST,PTP,September 2023,FY24,0.0
Net Sales,PTP,September 2023,FY24,
COGS (food +packaging),PTP,September 2023,FY24,0.0
store Labor Cost,PTP,September 2023,FY24,0.0
Utility Cost,PTP,September 2023,FY24,0.0
Rent,PTP,September 2023,FY24,
CAM,PTP,September 2023,FY24,0.0
Aggregator commission,PTP,September 2023,FY24,
Marketing & advertisement,PTP,September 2023,FY24,
Interest cost,PTP,September 2023,FY24,
Gross Sales,SEC,September 2023,FY24,
GST,SEC,September 2023,FY24,0.0
Net Sales,SEC,September 2023,FY24,
COGS (food +packaging),SEC,September 2023,FY24,0.0
store Labor Cost,SEC,September 2023,FY24,0.0
Utility Cost,SEC,September 2023,FY24,0.0
Rent,SEC,September 2023,FY24,
CAM,SEC,September 2023,FY24,
Aggregator commission,SEC,September 2023,FY24,
Marketing & advertisement,SEC,September 2023,FY24,
Interest cost,SEC,September 2023,FY24,
Gross Sales,SYH,September 2023,FY24,35.92
GST,SYH,September 2023,FY24,0.32
Net Sales,SYH,September 2023,FY24,35.59
COGS (food +packaging),SYH,September 2023,FY24,13.99
store Labor Cost,SYH,September 2023,FY24,4.07
Utility Cost,SYH,September 2023,FY24,1.98
Rent,SYH,September 2023,FY24,2.06
CAM,SYH,September 2023,FY24,0.0
Aggregator commission,SYH,September 2023,FY24,6.21
Marketing & advertisement,SYH,September 2023,FY24,1.75
Interest cost,SYH,September 2023,FY24,
Gross Sales,ETF,September 2023,FY24,15.93
GST,ETF,September 2023,FY24,0.76
Net Sales,ETF,September 2023,FY24,15.17
COGS (food +packaging),ETF,September 2023,FY24,5.35
store Labor Cost,ETF,September 2023,FY24,2.36
Utility Cost,ETF,September 2023,FY24,0.56
Rent,ETF,September 2023,FY24,2.68
CAM,ETF,September 2023,FY24,0.0
Aggregator commission,ETF,September 2023,FY24,0.0
Marketing & advertisement,ETF,September 2023,FY24,0.02
Interest cost,ETF,September 2023,FY24,
Gross Sales,GSC,September 2023,FY24,9.25
GST,GSC,September 2023,FY24,0.44
Net Sales,GSC,September 2023,FY24,8.81
COGS (food +packaging),GSC,September 2023,FY24,3.54
store Labor Cost,GSC,September 2023,FY24,2.42
Utility Cost,GSC,September 2023,FY24,0.0
Rent,GSC,September 2023,FY24,0.0
CAM,GSC,September 2023,FY24,
Aggregator commission,GSC,September 2023,FY24,0.0
Marketing & advertisement,GSC,September 2023,FY24,0.02
Interest cost,GSC,September 2023,FY24,
Gross Sales,PRI,September 2023,FY24,
GST,PRI,September 2023,FY24,0.0
Net Sales,PRI,September 2023,FY24,
COGS (food +packaging),PRI,September 2023,FY24,0.0
store Labor Cost,PRI,September 2023,FY24,0.0
Utility Cost,PRI,September 2023,FY24,0.0
Rent,PRI,September 2023,FY24,
CAM,PRI,September 2023,FY24,
Aggregator commission,PRI,September 2023,FY24,0.0
Marketing & advertisement,PRI,September 2023,FY24,0.0
Interest cost,PRI,September 2023,FY24,
Gross Sales,ECN,September 2023,FY24,35.11
GST,ECN,September 2023,FY24,0.63
Net Sales,ECN,September 2023,FY24,34.48
COGS (food +packaging),ECN,September 2023,FY24,11.3
store Labor Cost,ECN,September 2023,FY24,3.43
Utility Cost,ECN,September 2023,FY24,1.46
Rent,ECN,September 2023,FY24,3.47
CAM,ECN,September 2023,FY24,0.41
Aggregator commission,ECN,September 2023,FY24,4.51
Marketing & advertisement,ECN,September 2023,FY24,0.23
Interest cost,ECN,September 2023,FY24,
Gross Sales,RGA,September 2023,FY24,18.52
GST,RGA,September 2023,FY24,0.18
Net Sales,RGA,September 2023,FY24,18.34
COGS (food +packaging),RGA,September 2023,FY24,6.05
store Labor Cost,RGA,September 2023,FY24,2.66
Utility Cost,RGA,September 2023,FY24,0.82
Rent,RGA,September 2023,FY24,1.37
CAM,RGA,September 2023,FY24,0.26
Aggregator commission,RGA,September 2023,FY24,3.13
Marketing & advertisement,RGA,September 2023,FY24,0.49
Interest cost,RGA,September 2023,FY24,
Gross Sales,MIL,September 2023,FY24,
GST,MIL,September 2023,FY24,0.0
Net Sales,MIL,September 2023,FY24,
COGS (food +packaging),MIL,September 2023,FY24,0.0
store Labor Cost,MIL,September 2023,FY24,0.0
Utility Cost,MIL,September 2023,FY24,0.0
Rent,MIL,September 2023,FY24,
CAM,MIL,September 2023,FY24,
Aggregator commission,MIL,September 2023,FY24,
Marketing & advertisement,MIL,September 2023,FY24,
Interest cost,MIL,September 2023,FY24,
Gross Sales,KCK,September 2023,FY24,33.5
GST,KCK,September 2023,FY24,0.01
Net Sales,KCK,September 2023,FY24,33.49
COGS (food +packaging),KCK,September 2023,FY24,10.65
store Labor Cost,KCK,September 2023,FY24,3.35
Utility Cost,KCK,September 2023,FY24,1.07
Rent,KCK,September 2023,FY24,0.37
CAM,KCK,September 2023,FY24,0.0
Aggregator commission,KCK,September 2023,FY24,6.94
Marketing & advertisement,KCK,September 2023,FY24,0.8
Interest cost,KCK,September 2023,FY24,
Gross Sales,BVG,September 2023,FY24,24.63
GST,BVG,September 2023,FY24,0.4
Net Sales,BVG,September 2023,FY24,24.23
COGS (food +packaging),BVG,September 2023,FY24,8.52
store Labor Cost,BVG,September 2023,FY24,3.21
Utility Cost,BVG,September 2023,FY24,1.18
Rent,BVG,September 2023,FY24,1.34
CAM,BVG,September 2023,FY24,0.12
Aggregator commission,BVG,September 2023,FY24,3.25
Marketing & advertisement,BVG,September 2023,FY24,0.8
Interest cost,BVG,September 2023,FY24,
Gross Sales,CLA,September 2023,FY24,21.31
GST,CLA,September 2023,FY24,0.03
Net Sales,CLA,September 2023,FY24,21.28
COGS (food +packaging),CLA,September 2023,FY24,7.86
store Labor Cost,CLA,September 2023,FY24,2.82
Utility Cost,CLA,September 2023,FY24,1.04
Rent,CLA,September 2023,FY24,0.35
CAM,CLA,September 2023,FY24,0.0
Aggregator commission,CLA,September 2023,FY24,4.26
Marketing & advertisement,CLA,September 2023,FY24,1.74
Interest cost,CLA,September 2023,FY24,
Gross Sales,IBC,September 2023,FY24,7.66
GST,IBC,September 2023,FY24,0.25
Net Sales,IBC,September 2023,FY24,7.41
COGS (food +packaging),IBC,September 2023,FY24,2.8
store Labor Cost,IBC,September 2023,FY24,1.51
Utility Cost,IBC,September 2023,FY24,0.78
Rent,IBC,September 2023,FY24,0.73
CAM,IBC,September 2023,FY24,0.0
Aggregator commission,IBC,September 2023,FY24,0.49
Marketing & advertisement,IBC,September 2023,FY24,0.25
Interest cost,IBC,September 2023,FY24,
Gross Sales,BTG,September 2023,FY24,24.32
GST,BTG,September 2023,FY24,0.22
Net Sales,BTG,September 2023,FY24,24.09
COGS (food +packaging),BTG,September 2023,FY24,8.2
store Labor Cost,BTG,September 2023,FY24,2.54
Utility Cost,BTG,September 2023,FY24,0.6
Rent,BTG,September 2023,FY24,2.07
CAM,BTG,September 2023,FY24,0.26
Aggregator commission,BTG,September 2023,FY24,3.95
Marketing & advertisement,BTG,September 2023,FY24,0.88
Interest cost,BTG,September 2023,FY24,
Gross Sales,ECT,September 2023,FY24,30.22
GST,ECT,September 2023,FY24,0.49
Net Sales,ECT,September 2023,FY24,29.74
COGS (food +packaging),ECT,September 2023,FY24,11.32
store Labor Cost,ECT,September 2023,FY24,3.35
Utility Cost,ECT,September 2023,FY24,1.61
Rent,ECT,September 2023,FY24,1.6
CAM,ECT,September 2023,FY24,0.0
Aggregator commission,ECT,September 2023,FY24,4.0
